"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"1515","Tekken 6","X360","2009","Fighting","Namco Bandai Games",7100000,4100000,5e+05,1200000,1300000,80,59,7,132,"Namco Bandai Games America, Namco Bandai Games","T"
"1519","Pokemon Ranger: Guardian Signs","DS","2010","Role-Playing","Nintendo",5e+06,1600000,5800000,5e+05,1290000,68,25,8.2,25,"Creatures Inc.","E"
"1520","LEGO Batman: The Videogame","PS3","2008","Action","Warner Bros. Interactive Entertainment",7200000,3900000,0,1900000,1290000,75,24,7.7,33,"Traveller's Tales","E10+"
"1525","Pirates of the Caribbean: The Curse of the Black Pearl","GBA","2003","Platform","TDK Mediactive",9300000,3400000,0,2e+05,1290000,49,10,6.2,5,"Pocket Studios","E"
"1527","Namco Museum DS","DS","2007","Misc","Atari",11300000,1e+05,6e+05,9e+05,1290000,67,19,5.9,8,"M2","E"
"1528","Deal or No Deal","Wii","2009","Misc","Zoo Games",1.2e+07,0,0,9e+05,1290000,56,4,5,5,"Artefacts Studio","E"
"1529","Transformers","PS2","2004","Shooter","Atari",6300000,4900000,0,1600000,1290000,75,51,8.6,27,"Melbourne House","T"
"1532","Sonic Colors","DS","2010","Platform","Sega",6900000,4700000,1e+05,1200000,1290000,79,26,7.9,66,"Dimps Corporation","E"
"1534","EA Playground","Wii","2007","Sports","Electronic Arts",6800000,4700000,0,1300000,1290000,66,32,7.6,30,"EA Canada","E"
"1538","Champions of Norrath","PS2","2004","Role-Playing","Sony Online Entertainment",6300000,4900000,0,1600000,1280000,85,51,8.4,57,"Snowblind Studios","T"
"1544","Manhunt","PS2","2003","Action","Take-Two Interactive",6300000,4900000,0,1600000,1280000,76,47,8.3,136,"Rockstar North","M"
"1545","Need for Speed Carbon","Wii","2006","Racing","Electronic Arts",4500000,6600000,2e+05,1500000,1280000,67,21,7.3,26,"EA Canada","E10+"
"1548","Guitar Hero: Aerosmith","Wii","2008","Misc","Activision",10300000,1400000,0,1e+06,1270000,73,16,7.2,19,"Vicarious Visions","T"
"1549","The LEGO Movie Videogame","X360","2014","Action","Warner Bros. Interactive Entertainment",6900000,4700000,0,1100000,1270000,69,8,7.2,26,"TT Games","E10+"
"1550","The Sims 2: Nightlife","PC","2005","Simulation","Electronic Arts",12200000,5e+05,0,0,1270000,76,31,6.6,71,"Maxis","T"
"1553","Pokemon Mystery Dungeon: Gates to Infinity","3DS","2012","Role-Playing","Nintendo",4400000,2900000,4700000,7e+05,1270000,59,46,6.3,134,"Nintendo, Spike Chunsoft","E"
"1554","LEGO Batman: The Videogame","PS2","2008","Action","Warner Bros. Interactive Entertainment",7200000,3e+05,0,5200000,1270000,77,8,8.9,17,"Traveller's Tales","E10+"
"1557","NBA 2K9","X360","2008","Sports","Take-Two Interactive",1e+07,1600000,0,1100000,1270000,84,32,7.2,44,"Visual Concepts","E"
"1558","Tony Hawk's Underground","XB","2003","Sports","Activision",8500000,3700000,0,5e+05,1270000,85,33,9.1,26,"Neversoft Entertainment","T"
"1562",".hack//Infection Part 1","PS2","2002","Role-Playing","Atari",4900000,3800000,2600000,1300000,1270000,75,35,8.5,60,"CyberConnect2","T"
"1563","Jillian Michaels' Fitness Ultimatum 2009","Wii","2008","Sports","Deep Silver",9600000,2e+06,0,1100000,1270000,30,4,2,23,"3G Studios","E"
"1565","WWE '12","X360","2011","Fighting","THQ",7400000,4e+06,0,1200000,1270000,71,52,6.3,89,"Yuke's","T"
"1566","Sonic Adventure DX: Director's Cut","GC","2003","Platform","Sega",8700000,3e+06,6e+05,3e+05,1270000,57,27,7.9,139,"Sonic Team","E"
"1568","Battle Arena Toshinden","PS","1994","Fighting","Sony Computer Entertainment",3900000,2600000,5300000,8e+05,1270000,69,4,6.3,4,"Tamsoft","T"
"1569","WWE '13","X360","2012","Action","THQ",7200000,4400000,0,1100000,1270000,78,46,8,110,"THQ, Yuke's","T"
"1571","Need for Speed Rivals","PS3","2013","Racing","Electronic Arts",3300000,6900000,5e+05,1900000,1270000,80,6,4.9,123,"Ghost Games","E10+"
"1572","EA Sports Active 2","Wii","2010","Sports","Electronic Arts",7600000,3900000,0,1100000,1260000,79,8,8.1,22,"EA Canada","E"
"1573","Rockstar Games presents Table Tennis","Wii","2007","Sports","Take-Two Interactive",3900000,7200000,0,1500000,1260000,68,36,5.8,21,"Rockstar San Diego","E"
"1575","Football Manager 2011","PC","2010","Sports","Sega",0,10100000,0,2500000,1260000,85,23,8.4,77,"Sports Interactive","E"
"1579","Tamagotchi Connection: Corner Shop","DS","2005","Simulation","Atari",1e+06,2e+05,11200000,1e+05,1260000,59,20,7.7,6,"NanaOn-Sha","E"
"1582","LEGO Battles","DS","2009","Strategy","Warner Bros. Interactive Entertainment",7700000,3700000,0,1100000,1250000,65,29,8.9,51,"Hellbent Games","E"
"1583","NBA Live 2001","PS","2000","Sports","Electronic Arts",7e+06,4700000,0,8e+05,1250000,86,10,8,6,"EA Sports","E"
"1585","Star Wars: The Force Unleashed","PS2","2008","Action","LucasArts",4900000,0,1e+05,7500000,1250000,68,7,7.4,33,"Krome Studios","T"
"1592","Need for Speed: Most Wanted","X360","2005","Racing","Electronic Arts",1e+07,1300000,2e+05,1e+06,1250000,83,54,8.5,134,"EA Canada","T"
"1593","Pokemon XD: Gale of Darkness","GC","2005","Role-Playing","Nintendo",7100000,1900000,3100000,3e+05,1250000,64,27,8.3,74,"Genius Sonority Inc.","E"
"1595","Tom Clancy's Rainbow Six: Vegas","PS3","2007","Shooter","Ubisoft",4700000,5300000,3e+05,2200000,1250000,86,32,7.6,81,"Ubisoft Montreal","M"
"1598","RollerCoaster Tycoon 2","PC","2002","Strategy","Atari",11900000,5e+05,0,0,1250000,74,22,8.5,135,"Chris Sawyer","E"
"1600","Lara Croft Tomb Raider: The Angel of Darkness","PS2","2003","Action","Eidos Interactive",6100000,4800000,0,1600000,1250000,52,37,6.2,106,"Core Design Ltd.","T"
"1601","Tom Clancy's Splinter Cell: Pandora Tomorrow","PS2","2004","Action","Ubisoft",5200000,5600000,0,1700000,1250000,87,45,8.6,34,"Ubisoft Shanghai","T"
"1604","Winter Sports: The Ultimate Challenge","Wii","2007","Sports","RTL",4500000,6700000,0,1200000,1240000,52,15,6.8,4,"49Games","E"
"1605","Baldur's Gate: Dark Alliance","PS2","2001","Role-Playing","Virgin Interactive",6100000,4800000,0,1600000,1240000,87,29,8.3,90,"Snowblind Studios","T"
"1606","Oddworld: Abe's Oddysee","PS","1997","Platform","GT Interactive",7500000,4400000,0,6e+05,1240000,85,10,9,96,"Oddworld Inhabitants","T"
"1607","Ridge Racer V","PS2","2000","Action","Namco Bandai Games",2400000,1900000,7500000,6e+05,1240000,78,20,7.7,6,"Namco","E"
"1608","WWE SmackDown vs. Raw 2009","PS2","2008","Fighting","THQ",6900000,0,0,5500000,1240000,78,9,6.9,34,"Yuke's","T"
"1611","Star Wars Episode III: Revenge of the Sith","XB","2005","Action","Activision",8200000,3800000,0,4e+05,1240000,61,44,8.1,54,"Double Helix Games","T"
"1614","FIFA Street","PS3","2012","Sports","Electronic Arts",1200000,8900000,0,2300000,1230000,76,36,6.4,66,"EA Sports","E"
"1615","Frogger: The Great Quest","PS2","2001","Platform","Konami Digital Entertainment",6e+06,4700000,0,1600000,1230000,32,6,4.6,29,"Konami","E"
"1616","Madden NFL 17","XOne","2016","Sports","Electronic Arts",10800000,2e+05,0,1300000,1230000,83,30,5.9,39,"EA Sports","E"
"1617","Ninja Gaiden","XB","2004","Action","Microsoft Game Studios",9200000,2e+06,7e+05,4e+05,1230000,91,89,8.8,152,"Team Ninja","M"
"1619","Crash Bandicoot: The Wrath of Cortex","XB","2002","Platform","Universal Interactive",5900000,5700000,0,7e+05,1230000,70,16,8.1,19,"Traveller's Tales","E"
"1620","Driv3r","PS2","2004","Racing","Atari",6e+06,4700000,0,1600000,1230000,57,51,5.5,102,"Reflections Interactive","M"
"1621","Assassin's Creed: Bloodlines","PSP","2009","Action","Ubisoft",4300000,4700000,5e+05,2800000,1230000,63,38,7.2,69,"Griptonite Games","M"
"1624","LEGO The Lord of the Rings","X360","2012","Action","Warner Bros. Interactive Entertainment",6400000,4900000,0,1100000,1230000,80,49,8.5,73,"TT Games","E10+"
"1630","Donkey Kong Country 2","GBA","2004","Platform","Nintendo",7900000,2700000,1200000,4e+05,1230000,80,22,9.1,37,"Rare Ltd.","E"
"1631","Guitar Hero: Aerosmith","X360","2008","Misc","Activision",1e+07,1300000,0,1e+06,1230000,70,59,6.7,48,"Neversoft Entertainment","T"
"1633","Need for Speed Carbon","PS3","2006","Racing","Electronic Arts",4900000,5e+06,3e+05,2e+06,1230000,75,31,7.3,42,"EA Canada","E10+"
"1634","Ben 10: Protector of Earth","Wii","2007","Action","D3Publisher",5400000,5500000,0,1300000,1230000,63,6,7.7,9,"High Voltage Software","E10+"
"1635","2010 FIFA World Cup South Africa","PS3","2010","Sports","Electronic Arts",3e+06,6400000,7e+05,2200000,1230000,82,56,7.8,57,"EA Canada","E"
"1637","Diddy Kong Racing DS","DS","2007","Racing","Nintendo",10900000,3e+05,0,9e+05,1220000,63,39,7.5,27,"Rare Ltd.","E"
"1638","Mario Power Tennis","GC","2004","Sports","Nintendo",5800000,1600000,4600000,3e+05,1220000,80,43,8.5,48,"Camelot Software Planning","E"
"1646","Golden Sun: The Lost Age","GBA","2002","Role-Playing","Nintendo",6100000,2700000,2700000,7e+05,1220000,86,29,9.5,150,"Camelot Software Planning","E"
"1648","Max Payne","XB","2001","Shooter","Take-Two Interactive",9800000,1900000,0,5e+05,1220000,89,24,8.3,61,"neo Software","M"
"1650","NBA 2K2","PS2","2002","Sports","Sega",5900000,4600000,1e+05,1500000,1220000,89,19,7.8,16,"Visual Concepts","E"
"1652","Cars","PS2","2006","Racing","THQ",10100000,4e+05,0,1600000,1210000,71,30,8.4,12,"Rainbow Studios","E"
"1653","Fuzion Frenzy","XB","2001","Misc","Microsoft Game Studios",9300000,2400000,0,4e+05,1210000,70,28,6.9,16,"Blitz Games","E"
"1654","Call of Duty: Finest Hour","XB","2004","Shooter","Activision",7800000,4e+06,0,4e+05,1210000,73,55,7.8,22,"Spark Unlimited","T"
"1656","Star Wars: Battlefront II","PSP","2005","Shooter","LucasArts",10500000,5e+05,1e+05,1e+06,1210000,69,22,8.5,111,"Savage Entertainment","T"
"1661","Dino Crisis 2","PS","2000","Action","Virgin Interactive",3400000,4900000,2800000,1e+06,1210000,86,13,9,91,"Capcom","M"
"1664","Need for Speed Underground","GC","2003","Racing","Electronic Arts",6900000,4800000,1e+05,3e+05,1210000,83,24,9,45,"Electronic Arts","E"
"1665","Naruto Shippuden: Ultimate Ninja Storm 2","PS3","2010","Fighting","Namco Bandai Games",4200000,4600000,1500000,1800000,1210000,76,34,8.3,130,"CyberConnect2","T"
"1666","Medal of Honor: Airborne","PS3","2007","Shooter","Electronic Arts",2500000,6900000,3e+05,2500000,1210000,75,16,7.6,39,"Electronic Arts","T"
"1671","Boom Blox","Wii","2008","Puzzle","Electronic Arts",7100000,3800000,0,1200000,1210000,85,61,8.6,105,"EA LA","E"
"1673","The Lord of the Rings: The Fellowship of the Ring","PS2","2002","Action","Black Label Games",5900000,4600000,0,1500000,1200000,59,19,5.1,20,"Surreal Software","T"
"1674","The Sims 2: Castaway","Wii","2007","Simulation","Electronic Arts",4400000,6300000,0,1400000,1200000,73,19,8.2,10,"Maxis","T"
"1676","ATV Offroad Fury 3","PS2","2004","Racing","SouthPeak Games",1e+07,4e+05,0,1600000,1200000,78,37,8.4,16,"Climax Group","E"
"1677","F1 2011","PS3","2011","Racing","Codemasters",1200000,7400000,1100000,2400000,1200000,82,36,7.1,55,"Codemasters","E"
"1679","Pikmin 2","GC","2004","Strategy","Nintendo",4800000,1300000,5600000,3e+05,1200000,90,54,9.1,137,"Nintendo","E"
"1685","Enter the Matrix","XB","2003","Action","Atari",7200000,4300000,1e+05,4e+05,1200000,65,33,7.1,75,"Shiny Entertainment","T"
"1686","Cars","PSP","2006","Racing","THQ",7200000,2800000,0,2e+06,1200000,70,17,7,4,"Locomotive Games","E"
"1687","NHL 2002","PS2","2001","Sports","Electronic Arts",5900000,4600000,0,1500000,1200000,92,22,8.5,26,"EA Sports","E"
"1688","FIFA Soccer 11","PSP","2010","Sports","Electronic Arts",1300000,6900000,1e+05,3600000,1200000,68,6,5.4,9,"EA Sports","E"
"1690","The Simpsons: Road Rage","GBA","2003","Racing","THQ",8600000,3200000,0,2e+05,1190000,55,14,6.8,9,"Altron","E"
"1691","LEGO Batman 2: DC Super Heroes","PS3","2012","Action","Warner Bros. Interactive Entertainment",5e+06,5e+06,0,1900000,1190000,81,28,7.5,81,"Traveller's Tales","E10+"
"1693","SpongeBob SquarePants: Revenge of the Flying Dutchman","GBA","2002","Platform","THQ",9200000,2300000,0,4e+05,1190000,71,4,7.7,7,"Vicarious Visions","E"
"1694","Pro Evolution Soccer 2008","Wii","2008","Sports","Konami Digital Entertainment",9e+05,8400000,1100000,1500000,1190000,83,19,8.4,43,"Konami","E"
"1696","Scarface: The World is Yours","PS2","2006","Action","Vivendi Games",9900000,4e+05,0,1600000,1190000,75,46,8.6,113,"Radical Entertainment","M"
"1702","WWE SmackDown vs Raw 2008","PSP","2007","Fighting","THQ",4500000,4700000,0,2800000,1190000,68,11,7.8,15,"Yuke's","T"
"1703","Spider-Man: The Movie","GC","2002","Action","Activision",8600000,2700000,1e+05,4e+05,1190000,76,14,7.3,11,"Treyarch","E"
"1705","Mario vs. Donkey Kong 2: March of the Minis","DS","2006","Puzzle","Nintendo",7300000,3e+05,3600000,7e+05,1190000,76,32,7.9,17,"Nintendo, Nintendo Software Technology","E"
"1706","Metal Gear Solid: Portable Ops","PSP","2006","Action","Konami Digital Entertainment",3800000,3500000,3800000,8e+05,1180000,87,54,8.2,147,"Kojima Productions","M"
"1715","Just Dance 4","X360","2012","Misc","Ubisoft",9e+06,1900000,0,9e+05,1180000,77,23,7.7,36,"Ubisoft","E10+"
"1716","Tony Hawk's Pro Skater 2","GBA","2001","Sports","Activision",8500000,3100000,0,2e+05,1180000,95,16,7.5,22,"Vicarious Visions","E"
"1717","One Piece: Pirate Warriors","PS3","2012","Action","Namco Bandai Games",1e+05,2300000,8600000,8e+05,1180000,64,33,6.5,55,"Omega Force, Tecmo Koei Games","T"
"1720","Gun","PS2","2005","Shooter","Activision",9800000,4e+05,0,1600000,1170000,77,43,8.7,70,"Neversoft Entertainment","M"
"1721","Ty the Tasmanian Tiger","PS2","2002","Platform","Electronic Arts",5700000,4500000,0,1500000,1170000,70,14,8.8,60,"Krome Studios","E"
"1724","LEGO Indiana Jones: The Original Adventures","PSP","2008","Action","LucasArts",4e+06,4800000,0,2900000,1170000,76,8,7.6,11,"Traveller's Tales","E10+"
"1725","PokéPark Wii: Pikachu's Adventure","Wii","2009","Adventure","Nintendo",5300000,1600000,4200000,6e+05,1170000,62,22,7.2,36,"Creatures Inc.","E"
"1726","WWE '12","PS3","2011","Fighting","THQ",5300000,4500000,2e+05,1700000,1170000,72,28,6.9,80,"Yuke's","T"
"1730","Cabela's Dangerous Hunts","PS2","2003","Sports","Zoo Digital Publishing",5700000,4500000,0,1500000,1170000,57,4,8.4,37,"Sand Grain Studios","T"
"1734","WWE SmackDown vs. Raw 2010","PS3","2009","Fighting","THQ",4800000,4800000,1e+05,2e+06,1170000,81,38,8.1,55,"Yuke's","T"
"1736","Medal of Honor: Rising Sun","XB","2003","Shooter","Electronic Arts",7600000,3600000,0,5e+05,1170000,65,23,5.8,28,"EA LA","T"
"1737","Army of Two","PS3","2008","Shooter","Electronic Arts",7400000,2600000,2e+05,1500000,1170000,74,43,7.3,118,"EA Montreal","M"
"1740","Mario vs. Donkey Kong","GBA","2004","Puzzle","Nintendo",6800000,2500000,2100000,2e+05,1170000,81,43,8,31,"Nintendo","E"
"1741","LEGO Star Wars III: The Clone Wars","PS3","2011","Action","LucasArts",5200000,4600000,0,1900000,1160000,76,36,7.3,34,"Traveller's Tales","E10+"
"1742","Midnight Club 3: DUB Edition Remix","PS2","2006","Racing","Take-Two Interactive",9700000,4e+05,0,1600000,1160000,85,19,8.9,53,"Rockstar San Diego","E10+"
"1743","Tom Clancy's Ghost Recon: Jungle Storm","PS2","2004","Shooter","Ubisoft",5700000,4400000,0,1500000,1160000,70,31,6.3,24,"Red Storm Entertainment","T"
"1744","Bushido Blade","PS","1997","Fighting","Sony Computer Entertainment",3900000,2700000,4300000,8e+05,1160000,83,13,7.9,16,"Light Weight","T"
"1747","NASCAR Thunder 2002","PS2","2001","Racing","Electronic Arts",5700000,4400000,0,1500000,1160000,85,17,8.5,22,"EA Sports","E"
"1753","Your Shape: Fitness Evolved 2012","X360","2011","Sports","Ubisoft",7e+06,3600000,0,1e+06,1160000,77,13,7.6,21,"Ubisoft","E"
"1757","Sniper: Ghost Warrior","X360","2010","Shooter","City Interactive",5400000,5e+06,0,1200000,1160000,45,39,5.8,89,"City Interactive","M"
"1758","Sonic Rush Adventure","DS","2007","Platform","Sega",5300000,4800000,1e+05,1200000,1150000,78,32,8.2,66,"Dimps Corporation","E"
"1759","Worldwide Soccer Manager 2009","PC","2008","Simulation","Sega",0,11400000,0,1e+05,1150000,83,29,8.1,30,"Sports Interactive","E"
"1760","Gauntlet: Dark Legacy","PS2","2001","Action","Midway Games",5600000,4400000,0,1500000,1150000,73,15,8.3,30,"Midway","T"
"1761","Medal of Honor Heroes 2","PSP","2007","Shooter","Electronic Arts",5e+06,3900000,2e+05,2500000,1150000,69,20,7.3,30,"EA LA","T"
"1762","Bad Boys: Miami Takedown","PS2","2004","Shooter","Empire Interactive",5600000,4400000,0,1500000,1150000,43,5,3.4,13,"Blitz Games","M"
"1771","FIFA Soccer 10","PSP","2009","Sports","Electronic Arts",1500000,6700000,1e+05,3100000,1150000,83,9,7.9,14,"EA Sports","E"
"1772","Donkey Konga","GC","2003","Misc","Nintendo",5e+06,1600000,4600000,3e+05,1150000,76,55,8.3,21,"Namco","E"
"1775","Tak and the Power of Juju","PS2","2003","Platform","THQ",5600000,4400000,0,1500000,1150000,68,28,9,28,"Avalanche Software","E"
"1780","Tenchu: Wrath of Heaven","PS2","2003","Action","Activision",4400000,3400000,2500000,1100000,1140000,79,33,8.4,38,"K2 LLC","M"
"1782","Brave Fencer Musashi","PS","1998","Role-Playing","SquareSoft",2500000,1700000,6500000,7e+05,1140000,81,12,8.5,17,"SquareSoft","E"
"1784","WWE 2K14","PS3","2013","Sports","Take-Two Interactive",4900000,4600000,0,1900000,1140000,74,22,7.5,121,"Yuke's","T"
"1785","Pokemon Rumble Blast","3DS","2011","Action","Nintendo",4700000,2600000,3500000,7e+05,1140000,56,36,7.1,50,"Ambrella","E10+"
"1786","007: Quantum of Solace","PS3","2008","Action","Activision",4300000,5100000,2e+05,1900000,1140000,65,42,6.6,47,"Treyarch","T"
"1787","Dance Dance Revolution Extreme 2","PS2","2005","Simulation","Konami Digital Entertainment",9500000,4e+05,0,1600000,1140000,76,27,9,21,"Konami Computer Entertainment Hawaii","E10+"
"1793","The Lord of the Rings: The Return of the King","XB","2003","Action","Electronic Arts",7100000,3800000,0,5e+05,1140000,84,31,9.1,31,"EA Games","T"
"1795","Hot Shots Golf: Out of Bounds","PS3","2007","Sports","Sony Computer Entertainment",3100000,3e+05,7600000,4e+05,1140000,81,66,8.8,32,"Clap Hanz","E"
"1800","Mobile Suit Gundam: Federation vs. Zeon","PS2","2001","Simulation","Atari",1200000,1e+06,8800000,3e+05,1140000,73,15,8.8,32,"Capcom","T"
"1803","MechAssault","XB","2002","Simulation","Microsoft Game Studios",10100000,1e+06,0,3e+05,1130000,87,32,8,47,"Day 1 Studios","T"
"1806","Cars","GBA","2006","Racing","THQ",8100000,3e+06,0,2e+05,1130000,50,8,4.7,6,"Helixe","E"
"1808","LEGO Star Wars III: The Clone Wars","3DS","2011","Action","LucasArts",6100000,4300000,0,9e+05,1130000,67,25,6.1,31,"Traveller's Tales","E10+"
"1809","Tom Clancy's Rainbow Six 3: Black Arrow","XB","2004","Shooter","Ubisoft",9900000,1200000,0,2e+05,1130000,84,55,8.6,14,"Ubisoft Montreal","M"
"1812","Guitar Hero 5","X360","2009","Misc","Activision",6500000,3700000,0,1100000,1130000,85,69,6.8,108,"Neversoft Entertainment","T"
"1817","SingStar","PS3","2007","Misc","Sony Computer Entertainment",4500000,5600000,0,1200000,1130000,82,48,5.9,15,"SCEE London Studio","T"
"1820","Supercar Street Challenge","PS2","2001","Racing","Activision",5500000,4300000,0,1400000,1120000,57,15,7.6,9,"Exakt","E"
"1822","Rabbids Go Home","Wii","2009","Platform","Ubisoft",2500000,7400000,0,1400000,1120000,78,50,8.3,32,"Ubisoft Montpellier","E10+"
"1824","SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP","2005","Shooter","Sony Computer Entertainment",10300000,0,1e+05,8e+05,1120000,82,44,8.6,63,"Zipper Interactive","M"
"1825","Rocksmith","PS3","2011","Misc","Ubisoft",5300000,3600000,9e+05,1500000,1120000,80,27,8.3,52,"Ubisoft","T"
"1826","Call Of Duty 2: Big Red One","XB","2005","Shooter","Activision",6600000,4e+06,0,5e+05,1120000,78,46,5.1,27,"Treyarch","T"
"1828","Rocksmith","X360","2011","Misc","Ubisoft",8400000,1900000,1e+05,8e+05,1120000,77,30,8.2,62,"Ubisoft","T"
"1829","Guitar Hero 5","PS2","2009","Misc","Activision",2800000,3e+06,0,5400000,1120000,71,4,2.6,10,"BudCat","T"
"1830","Worldwide Soccer Manager 2008","PC","2007","Sports","Russel",0,11200000,0,0,1120000,86,15,8,19,"Sports Interactive","E"
"1833","Spider-Man 2","XB","2004","Action","Activision",8200000,2600000,0,4e+05,1120000,83,60,8.3,40,"Treyarch","T"
